shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
45,41.304979,-72.921747,1,
45,41.296501,-72.928290,2,
45,41.223231,-73.057647,3,
45,41.194255,-73.131532,4,
45,41.178677,-73.187076,5,
45,41.143077,-73.257742,6,
45,41.134844,-73.288970,7,
45,41.122265,-73.315408,8,
45,41.118928,-73.371413,9,
45,41.103996,-73.404588,10,
45,41.096730,-73.421132,11,
45,41.077456,-73.445527,12,
45,41.076913,-73.472966,13,
45,41.069041,-73.497880,14,
45,41.046611,-73.542846,15,
45,41.033817,-73.565859,16,
45,41.031682,-73.588173,17,
45,41.030171,-73.598306,18,
45,41.021277,-73.624621,19,
45,41.000732,-73.6647,20,
45,40.986027,-73.680461,21,
45,40.969432,-73.712964,22,
45,40.954061,-73.736125,23,
45,40.933394,-73.759792,24,
45,40.911605,-73.783807,25,
45,40.910321,-73.810242,26,
45,40.912161,-73.832185,27,
45,40.8615,-73.890580,28,
45,40.805157,-73.939149,29,
45,40.752998,-73.977056,30,
47,41.552728,-73.046126,1,
47,41.494204,-73.052655,2,
47,41.441752,-73.063590,3,
47,41.395139,-73.072499,4,
47,41.340272,-73.078609,5,
47,41.319718,-73.083548,6,
47,41.194255,-73.131532,7,
47,41.178677,-73.187076,8,
47,41.046611,-73.542846,9,
49,41.146305,-73.495626,1,
49,41.116012,-73.498149,2,
49,41.088760,-73.517828,3,
49,41.070547,-73.520021,4,
49,41.046611,-73.542846,5,
49,41.033817,-73.565859,6,
49,41.031682,-73.588173,7,
49,41.030171,-73.598306,8,
49,41.021277,-73.624621,9,
49,41.000732,-73.6647,10,
49,40.986027,-73.680461,11,
49,40.969432,-73.712964,12,
49,40.954061,-73.736125,13,
49,40.933394,-73.759792,14,
49,40.911605,-73.783807,15,
49,40.910321,-73.810242,16,
49,40.912161,-73.832185,17,
49,40.8615,-73.890580,18,
49,40.805157,-73.939149,19,
49,40.752998,-73.977056,20,
51,41.821579,-73.563583,1,
51,41.779938,-73.558204,2,
51,41.740401,-73.576502,3,
51,41.637525,-73.571450,4,
51,41.564205,-73.600524,5,
51,41.511827,-73.604584,6,
51,41.413203,-73.623787,7,
